key,hurst_average,r_squared
02CB_01_movie_01_LPI_000.npy,0.5676821764603243,0.9341010001356865
02CB_01_movie_02_LPI_000.npy,0.6238170601275341,0.9484309150683454
02CB_01_movie_03_LPI_000.npy,0.6850941864876146,0.94978976863842
02CB_01_movie_04_LPI_000.npy,0.3774157517705823,0.8240143012027684
02CB_01_rest_01_LPI_000.npy,0.7320397678279607,0.9586631073336183
02CB_01_rest_02_LPI_000.npy,0.6701008314986051,0.9608697327539527
02CB_01_rest_03_LPI_000.npy,0.6585643079104538,0.9587931510098262
02CB_01_rest_04_LPI_000.npy,0.6103573519965618,0.9602741509392776
04HD_01_movie_01_LPI_000.npy,0.5734274074936697,0.9380520468283245
04HD_01_movie_02_LPI_000.npy,0.20536131664385074,0.5082475499350558
04HD_01_movie_03_LPI_000.npy,0.3375646447650579,0.7986721293989725
04HD_01_movie_04_LPI_000.npy,0.46704648334919224,0.9402377864963785
04HD_01_rest_01_LPI_000.npy,0.49475105592829094,0.933513074598393
04HD_01_rest_04_LPI_000.npy,0.4938093598304253,0.940549126556189
04SG_01_movie_01_LPI_000.npy,0.5829454945552879,0.9447432988915898
04SG_01_movie_02_LPI_000.npy,0.6944752054507971,0.9531031477757832
04SG_01_movie_03_LPI_000.npy,0.7262577833974379,0.9517813218530519
04SG_01_movie_04_LPI_000.npy,0.5017537980001465,0.9303420393819958
04SG_01_rest_01_LPI_000.npy,0.5923777058540038,0.9523779977330338
04SG_01_rest_02_LPI_000.npy,0.6296388499030039,0.9382794958604614
04SG_01_rest_03_LPI_000.npy,0.7231958846768926,0.9615428811137925
04SG_01_rest_04_LPI_000.npy,0.6986209586230063,0.9658670653828718
08BC_01_movie_01_LPI_000.npy,0.5648098810402086,0.9424149402438766
08BC_01_movie_02_LPI_000.npy,0.7188203647555175,0.9489534756009944
08BC_01_movie_04_LPI_000.npy,0.4398758708480931,0.8722272169281924
08BC_01_rest_01_LPI_000.npy,0.5586298388493566,0.9249537602410384
08BC_01_rest_02_LPI_000.npy,0.5594846569941039,0.9160357211807802
08BC_01_rest_04_LPI_000.npy,0.7551508782128898,0.9702667732134946
08VR_01_movie_01_LPI_000.npy,0.5686247793021225,0.9438594622445783
08VR_01_movie_02_LPI_000.npy,0.5939260038474156,0.9566682954553509
08VR_01_movie_03_LPI_000.npy,0.5449061700481913,0.9358276686683525
08VR_01_movie_04_LPI_000.npy,0.5130762219541899,0.9295041245285572
08VR_01_rest_01_LPI_000.npy,0.6634840201601266,0.9702691127850113
08VR_01_rest_02_LPI_000.npy,0.680033769689712,0.9734688520150301
08VR_01_rest_03_LPI_000.npy,0.6743949082184544,0.9703585851996093
08VR_01_rest_04_LPI_000.npy,0.5287736498828889,0.9378559384905499
10JR_01_movie_01_LPI_000.npy,0.36048539171516675,0.9078542151704215
10JR_01_movie_02_LPI_000.npy,0.2932567399527927,0.8410284901016059
10JR_01_movie_04_LPI_000.npy,0.5619285578827093,0.9498206133691481
10JR_01_rest_01_LPI_000.npy,0.6522890875363891,0.9615543757781113
10JR_01_rest_02_LPI_000.npy,0.4547060879746601,0.9065490585448664
10JR_01_rest_03_LPI_000.npy,0.5176399583814425,0.9434018341678356
10JR_01_rest_04_LPI_000.npy,0.5349578584380186,0.9463304386010277
13CA_01_movie_02_LPI_000.npy,0.7237487877285129,0.9542375029222447
13CA_01_movie_03_LPI_000.npy,0.5022002782820812,0.8994622883780171
13CA_01_movie_04_LPI_000.npy,0.4387182208408081,0.9123822393814256
13CA_01_rest_02_LPI_000.npy,0.5897588406221748,0.9366174068207526
13CA_01_rest_03_LPI_000.npy,0.7847746903163442,0.9567572891168946
13CA_01_rest_04_LPI_000.npy,0.49418810053418294,0.9205691531665318
16RA_01_movie_01_LPI_000.npy,0.6413850195958553,0.9454653733847784
16RA_01_movie_02_LPI_000.npy,0.782774314687201,0.9609389045388282
16RA_01_movie_03_LPI_000.npy,0.687987018644236,0.940488466346884
16RA_01_movie_04_LPI_000.npy,0.6414687978061288,0.9549210324490076
16RA_01_rest_01_LPI_000.npy,0.5927947320071228,0.9216125490680356
16RA_01_rest_02_LPI_000.npy,0.7553649698257553,0.9644047447733332
16RA_01_rest_03_LPI_000.npy,0.5553012765636302,0.9361564823530458
16RA_01_rest_04_LPI_000.npy,0.763145999130728,0.9750279310509833
17EK_01_movie_01_LPI_000.npy,0.43908560114208495,0.8582580956625897
17EK_01_movie_02_LPI_000.npy,0.531136710255131,0.9486479926513015
17EK_01_movie_04_LPI_000.npy,0.57525643550757,0.9374998612550238
17EK_01_rest_01_LPI_000.npy,0.67242472626826,0.9594240987606758
17EK_01_rest_02_LPI_000.npy,0.5058499087566409,0.9419756833808807
17EK_01_rest_03_LPI_000.npy,0.5980454107128373,0.9517882380030215
17EK_01_rest_04_LPI_000.npy,0.6738823888899252,0.9625048657181691
17NA_01_movie_01_LPI_000.npy,0.4568627537888972,0.8772827702530334
17NA_01_movie_02_LPI_000.npy,0.47725015740633936,0.9015327064933991
17NA_01_movie_03_LPI_000.npy,0.4292559884147199,0.8813896218138856
17NA_01_rest_01_LPI_000.npy,0.6783202766754037,0.9682188243468076
17NA_01_rest_02_LPI_000.npy,0.5576616623043276,0.9342906647417789
17NA_01_rest_03_LPI_000.npy,0.6083157979187409,0.9461127786970638
17NA_01_rest_04_LPI_000.npy,0.5771708938090848,0.9469813470269002
19AK_01_movie_01_LPI_000.npy,0.6121052253126413,0.937020872255299
19AK_01_movie_02_LPI_000.npy,0.6557941543816317,0.9524898158419919
19AK_01_movie_04_LPI_000.npy,0.5351629697708461,0.9366630372569283
19AK_01_rest_01_LPI_000.npy,0.4845554863322019,0.9307605043170931
19AK_01_rest_02_LPI_000.npy,0.5106184686273473,0.9319062080201813
